Unnamed: 0,_id,task,src,tgt,guidance_1,content,google/gemma-2-9b-it
83,1445,neutralize,Remove non-neutral points of view: the eternal jew is a 1940 propaganda film.,the eternal jew is a 1940 documentary film.,Remove non-neutral points of view, the eternal jew is a 1940 propaganda film.,"<delete 1> the eternal jew is a 1940 propaganda film.</delete 1><insert 1> ""The Eternal Jew"" is a 1940 antisemitic film produced by Nazi Germany.</insert 1> 
 


"
84,1502,neutralize,"Remove POV: as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the propaganda coming from bucharest have been called valahuts or rumanofilji.","as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the view coming from bucharest have been called valahuts or rumanofilji.",Remove POV," as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the propaganda coming from bucharest have been called valahuts or rumanofilji."," <delete 1>as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the propaganda coming from bucharest have been called valahuts or rumanofilji.</delete 1> 
 


"
85,1177,neutralize,"Remove points of view: unfortunately , the lagrange point comes shortly before the pluto encounter.","however , the lagrange point comes shortly before the pluto encounter.",Remove points of view," unfortunately , the lagrange point comes shortly before the pluto encounter.","<delete 1> unfortunately</delete 1> The Lagrange point comes shortly before the Pluto encounter.  
"
86,1200,neutralize,"Make this paragraph more neutral: the union cabinet of india has, in view of the unreasonably high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.","the union cabinet of india has, in view of the high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.",Make this paragraph more neutral," the union cabinet of india has, in view of the unreasonably high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.","The Indian Union Cabinet has approved a proposal by the Railways to obtain direct power supply from central generating agencies. This decision was made in response to concerns regarding the high tariffs charged by state electricity boards (SEBs). The Railways will utilize 15% of the unallocated central share of power for this purpose.  
"
87,1806,neutralize,Make this paragraph more neutral: there are wonderful 3d photos of the plant in the siddha book.,there are 3d photos of the plant in the siddha book.,Make this paragraph more neutral, there are wonderful 3d photos of the plant in the siddha book.,"The Siddha book contains three-dimensional photographs of the plant. 
"
88,1183,neutralize,"Make this paragraph more neutral: michael carr notes that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.","michael carr argues that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.",Make this paragraph more neutral," michael carr notes that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.","Michael Carr notes that *yamato-damashii* (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult; rather, it is an ethnic adulation. 


"
89,1396,neutralize,"Make this text less biased: but there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.","despite the wartime testing there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.",Make this text less biased," but there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.","<delete 1>but there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.</delete 1><insert 1>While the King Tiger's front armor was highly regarded and  effective in deflecting many incoming rounds, there are limited documented cases of it being definitively penetrated in combat. </insert 1> 
"
90,1578,neutralize,Remove non-neutral points of view: his father died when he was only 14.,his father died when he was 14.,Remove non-neutral points of view, his father died when he was only 14.,"<delete 1>his father died when he was only 14.</delete 1> 


"
91,1423,neutralize,"Remove points of view: some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the primitive tribes of palawan.","some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the tribes of palawan.",Remove points of view," some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the primitive tribes of palawan.","Some of the groups in this category include the Cordilleranos (Igorots), who live in the highlands of Luzon, the Mangyans of Mindoro, the Lumads of Mindanao (including Manobos, Tasadays, Mamanwas, Mandayas, and Kalagans), and the tribes of Palawan. 


"
92,1435,neutralize,"Remove points of view: tone mason is a grammy-nominated canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.","tone mason is a canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.",Remove points of view," tone mason is a grammy-nominated canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.","Tone Mason is a Grammy-nominated Canadian hip-hop and R&B production team from Toronto, Ontario, composed of Aloysius Brown, Don D., and Mellenius.  
"
93,1550,neutralize,"Make this paragraph more neutral: in the 1980s, radical left-wing movements voiced increasing opposition to israel , controversially claiming that zionism was a racist and colonialist movement.","in the 1980s, radical left-wing movements voiced increasing opposition to israel , claiming that zionism was a racist and colonialist movement.",Make this paragraph more neutral," in the 1980s, radical left-wing movements voiced increasing opposition to israel , controversially claiming that zionism was a racist and colonialist movement.","In the 1980s, some leftist movements expressed growing criticism of Israel, arguing that Zionism was inherently racist and colonialist.  
"
94,1667,neutralize,"Make this more neutral: in new age, channeling is the special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.","in new age, channeling is a supposed special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.",Make this more neutral," in new age, channeling is the special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.","In the modern era, <delete 1>channeling</delete 1><insert 1>certain individuals practise a practice known as channeling</insert 1>, which involves the perception of receiving information from an unknown source. This process is analogous to a radio receiving a signal from a transmitter.   
"
95,1471,neutralize,Remove non-neutral points of view: there were no survivors among the five crew members and one jumpseat passenger on-board the ill-fated aircraft.,there were no survivors among the five crew members and one jumpseat passenger on-board the aircraft.,Remove non-neutral points of view, there were no survivors among the five crew members and one jumpseat passenger on-board the ill-fated aircraft.,"There were no survivors among the six occupants of the aircraft. 
"
96,1481,neutralize,"Make this more neutral: his daughter, emma howell, was an aspiring poet and student at oberlin college who died tragically at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.","his daughter, emma howell, was an aspiring poet and student at oberlin college who died at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.",Make this more neutral," his daughter, emma howell, was an aspiring poet and student at oberlin college who died tragically at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.","Emma Howell, the author's daughter, was an aspiring poet and student at Oberlin College. She passed away in June 2001 at the age of 20. Her family subsequently published a collection of her poems titled ""Slim Night of Recognition.""   
"
97,1645,neutralize,Neutralize this text: clean coal technology is a marketing term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,clean coal technology is a term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,Neutralize this text, clean coal technology is a marketing term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,"<insert 1>Some proponents argue that  clean coal technology can contribute to a lower carbon footprint by capturing and storing carbon dioxide emissions during the coal combustion process, mitigating their impact on climate change.</insert 1> 


"
98,1638,neutralize,"Remove points of view: it took 4000 packs and was exhibited at london zoo in 2007. other serious artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.","it took 4000 packs and was exhibited at london zoo in 2007. other artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.",Remove points of view," it took 4000 packs and was exhibited at london zoo in 2007. other serious artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.","it took 4000 packs and was exhibited at london zoo in 2007. Other artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.  
"
99,1266,neutralize,"Make this more neutral: before an official investigation was finished, the votes were accidentally burned.","before an official investigation was finished, the votes were burned.",Make this more neutral," before an official investigation was finished, the votes were accidentally burned.","<delete 1>before an official investigation was finished</delete 1><insert 1>Prior to the completion of an official investigation</insert 1>, the votes were accidentally destroyed. 


"
100,228,paraphrase,"Paraphrase this sentence: We were real, we were human.","We've been real, we've been people.",Paraphrase this sentence," We were real, we were human.","<delete 1>We were real, we were human.</delete 1><insert 1>We possessed authentic emotions and lived as genuine humans.</insert 1> 
"
101,89,paraphrase,Write a paraphrase for the sentence: That is our marginal cost curve.,That's the curve of our marginal cost.,Write a paraphrase for the sentence, That is our marginal cost curve.,"<insert 1>This represents the cost incurred for producing one additional unit of output.</insert 1> 
That is our marginal cost curve. 
"
102,1102,paraphrase,Paraphrase the sentence: It was a horrible death.,It's been a terrible death.,Paraphrase the sentence, It was a horrible death.,"<delete 1>It was a horrible death.</delete 1><insert 1> That death was truly dreadful.</insert 1> 
"
103,649,paraphrase,Write a paraphrased version of the sentence: The labour market continues to face a number of challenges.,A number of challenges remain on the labour market.,Write a paraphrased version of the sentence, The labour market continues to face a number of challenges.,"<noedit 1>[No paraphrase needed as requested]</noedit> The labour market continues to face a number of challenges.   
"
104,268,paraphrase,"Paraphrase the sentence: In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.",The most favourable aid ceiling shall apply to aid serving various purposes and covering the same eligible costs.,Paraphrase the sentence," In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.","When multiple forms of aid cover the same eligible expenses yet serve distinct purposes, the aid ceiling that proves most advantageous will take precedence.  
"
105,627,paraphrase,"Paraphrase this sentence: You know, they come from all over the country.","They're all from around the country, you know.",Paraphrase this sentence," You know, they come from all over the country.","<delete 1>You know, they come from all over the country.</delete 1><insert 1>Individuals travel to this location from diverse regions across the country.</insert 1>  
"
106,548,paraphrase,Write a paraphrase for the sentence: The Strange Case of Dr Jekyll and Mr Hyde,Dr. Jekyil and Mr. Hyde's weird case,Write a paraphrase for the sentence, The Strange Case of Dr Jekyll and Mr Hyde,"The Strange Case of Dr Jekyll and Mr Hyde

<insert 1>The novella ""The Strange Case of Dr Jekyll and Mr Hyde"" explores the duality of human nature through the story of a respected doctor who transforms into a sinister alter ego named Mr. Hyde.</insert 1>  



"
107,598,paraphrase,Write a paraphrase for the sentence: The king has told us to go to the arena.,We were asked to go into the arena by the King.,Write a paraphrase for the sentence, The king has told us to go to the arena.,"The monarch has instructed us to proceed to the竞技场.   
"
108,269,paraphrase,Paraphrase the sentence: The year I was born.,The year of my birth.,Paraphrase the sentence, The year I was born.,"<insert 1>The year in which I came into the world.</insert 1> 
"
109,651,paraphrase,"Paraphrase this sentence: Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.","Finally, the emphasis of this report was inspireed by the European Year of Creativity and Innovation.",Paraphrase this sentence," Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.","<insert 1>This report emphasizes the importance of creativity and innovation, drawing inspiration from the European Year of Creativity and Innovation.</insert 1> 




"
110,508,paraphrase,"Paraphrase the sentence: In preparing this proposal, the Commission carried out an Impact Assessment.",The Commission has conducted an impact assessment when preparing this proposal.,Paraphrase the sentence," In preparing this proposal, the Commission carried out an Impact Assessment.","<delete 1>In preparing this proposal, the Commission carried out an Impact Assessment.</delete 1><insert 1> As part of the proposal development process, the Commission conducted a thorough Impact Assessment.</insert 1>   
"
111,718,paraphrase,Paraphrase the sentence: The hopes and dreams of the Venezuelan people.,Venezuelan people's hopes and dreams.,Paraphrase the sentence, The hopes and dreams of the Venezuelan people.,"<insert 1>The aspirations and ambitions of the Venezuelan populace.</insert 1> 
"
112,392,paraphrase,Write a paraphrased version of the sentence: The highway network has doubled in the last 20 years.,"Over the past twenty years, the highway network has doubled.",Write a paraphrased version of the sentence, The highway network has doubled in the last 20 years.,"<insert 1>Over the past two decades, the size of the highway system has significantly increased.</insert 1> 


"
113,400,paraphrase,Write a paraphrased version of the sentence: I will see to it that Bajor never forgets him.,I'll make sure Bajor never forgets it.,Write a paraphrased version of the sentence, I will see to it that Bajor never forgets him.,"I will ensure Bajor always remembers him.  
"
114,938,paraphrase,Rewrite this sentence: The Commission very much welcomes this development.,This development is very welcomed by the Commission.,Rewrite this sentence, The Commission very much welcomes this development.,"<delete 1>The Commission very much welcomes this development.</delete 1><insert 1>The Commission is enthusiastic about this positive advancement. </insert 1>  
"
115,56,paraphrase,Paraphrase this sentence: Would you like me to say a few words?,Is there some words you'd like me to say?,Paraphrase this sentence, Would you like me to say a few words?,"<insert 1>Could I elaborate for you?</insert 1>  



"
116,726,paraphrase,Paraphrase the sentence: The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.,"At the UN Climate Conference in Copenhagen in December 2009, forthcoming international negotiations aims at concluding a new global accord.",Paraphrase the sentence, The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.,"<delete 1>The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.</delete 1><insert 1>International negotiators aim to finalize a new global agreement during the UN climate conference in Copenhagen, scheduled for December 2009.</insert 1> 
"
117,804,paraphrase,Paraphrase this sentence: The Commission was to draw up a report based on this information.,"On the basis of this information, the Commission should have drawn up a report.",Paraphrase this sentence, The Commission was to draw up a report based on this information.,"<delete 1>The Commission was to draw up a report based on this information.</delete 1><insert 1>The task of the Commission was to create a report utilizing this data.</insert 1> 
"
118,418,paraphrase,Write a paraphrase for the sentence: Russian troops are to remain in South Ossetia and Abkhazia.,"In South Osnetia and Abkhazia, Russian armies are to be remained.",Write a paraphrase for the sentence, Russian troops are to remain in South Ossetia and Abkhazia.,"<insert 1>The military forces of Russia will continue their presence in the regions of South Ossetia and Abkhazia.</insert 1> 
"
119,445,paraphrase,Paraphrase the sentence: Kings and queens don't have that luxury.,There's no such luxury between kings and queens.,Paraphrase the sentence, Kings and queens don't have that luxury.,"<delete 1>Kings and queens don't have that luxury.</delete 1><insert 1>Royalty is not afforded the same freedoms as ordinary people.</insert 1> 
"
120,543,paraphrase,Paraphrase this sentence: We have to win this year!,This year we must win!,Paraphrase this sentence, We have to win this year!,"<delete 1>We have to win this year!</delete 1><insert 1>Victory is our ultimate goal this year.</insert 1> 
"
121,354,paraphrase,"Paraphrase the sentence: Because he was an activist and a great communicator with an inspirational style, Kennedy appeared to be a transformational president.","Kennedy was an activalist and a large communicator, an inspirational style, and as a result he had served as Transformative President.",Paraphrase the sentence," Because he was an activist and a great communicator with an inspirational style, Kennedy appeared to be a transformational president.","<delete 1>Because he was an activist and a great communicator with an inspirational style, Kennedy appeared to be a transformational president.</delete 1><insert 1>Kennedy's activism, effective communication skills, and inspiring leadership style led many to perceive him as a transformational president.</insert 1> 
"
122,1084,paraphrase,Write a paraphrase for the sentence: The planet had a very simple history.,The planet's history was very simple.,Write a paraphrase for the sentence, The planet had a very simple history.,"<insert 1>In its early history, the planet followed a straightforward path.</insert 1> 
 
"
123,798,paraphrase,Paraphrase this sentence: I wanted to teach Nanna to swim.,It was about teaching Nanna how to go swimming.,Paraphrase this sentence, I wanted to teach Nanna to swim.,"<delete 1>I wanted to teach Nanna to swim.</delete 1><insert 1>My goal was to teach Nanna how to swim.</insert 1> 



"
124,539,paraphrase,"Write a paraphrase for the sentence: Following the signing of the Treaty of Amsterdam, this intergovernmental cooperation was incorporated into the EU framework on 1 May 1999.","Since 1 May 1999, such intergovernam cooperation has been integrated into the EU framework since the signature of the Treaty of Amsterdam.",Write a paraphrase for the sentence," Following the signing of the Treaty of Amsterdam, this intergovernmental cooperation was incorporated into the EU framework on 1 May 1999.","<delete 1>Following the signing of the Treaty of Amsterdam, this intergovernmental cooperation was incorporated into the EU framework on 1 May 1999.</delete 1><insert 1>On May 1st, 1999,  the EU framework adopted the previously intergovernmental cooperation agreement, following the Treaty of Amsterdam's ratification.</insert 1>  
"
125,656,paraphrase,Paraphrase the sentence: He was killed by the Germans on the Western Front.,The Germans on the West Front had killed him.,Paraphrase the sentence, He was killed by the Germans on the Western Front.,"<delete 1>He was killed by the Germans on the Western Front.</delete 1><insert 1> German forces fatally wounded him during the Western Front campaign.</insert 1> 
"
126,252,paraphrase,Paraphrase this sentence: We could not find anyone else.,No one else could be found.,Paraphrase this sentence, We could not find anyone else.,"<delete 1>We could not find anyone else.</delete 1><insert 1>No other individuals were located.</insert 1>  
"
127,517,paraphrase,"Write a paraphrase for the sentence: In order to determine the supplementary rules necessary for the implementation of this instrument, an agreement should be concluded between the Community and Iceland, Norway and Switzerland.","An Agreement should be concluded between the Community and Iceland, Norwegiany and Switzerland to establish the additional rules needed for the implementation of the instrument.",Write a paraphrase for the sentence," In order to determine the supplementary rules necessary for the implementation of this instrument, an agreement should be concluded between the Community and Iceland, Norway and Switzerland.","<delete 1>In order to determine the supplementary rules necessary for the implementation of this instrument, an agreement should be concluded between the Community and Iceland, Norway and Switzerland.</delete 1><insert 1>To ensure proper implementation of this instrument, the Community needs to establish supplementary rules in cooperation with Iceland, Norway, and Switzerland through a formal agreement.</insert 1> 
"
128,549,paraphrase,Rewrite this sentence: There were also bilateral discussions with DG REGIO.,Bilateral interviews with DG REGIO have also been held.,Rewrite this sentence, There were also bilateral discussions with DG REGIO.,"<delete 1>There were also bilateral discussions with DG REGIO.</delete 1><insert 1>Productive bilateral discussions were held with the Directorate-General for Regional and Urban Policy (DG REGIO).</insert 1> 
"
129,636,paraphrase,"Rewrite this sentence: The responsibility for a more secure cyberspace lies with all players of the global information society, from citizens to governments.","All actors in the global information society, from citizens to governments, have responsibilities for safer cyberspace.",Rewrite this sentence," The responsibility for a more secure cyberspace lies with all players of the global information society, from citizens to governments.","<delete 1>The responsibility for a more secure cyberspace lies with all players of the global information society, from citizens to governments.</delete 1><insert 1>Creating a secure cyberspace requires a collaborative effort involving everyone in the global information society, including individuals, organizations, and governments.</insert 1> 
"
130,434,paraphrase,Write a paraphrased version of the sentence: The EU will continue to support them.,They will continue to be supported by the EU.,Write a paraphrased version of the sentence, The EU will continue to support them.,"<insert 1> The European Union remains committed to providing assistance.</insert 1> 
 
"
131,475,paraphrase,Paraphrase this sentence: Two pilot studies have subsequently been carried out.,"Subsequently, two pilot studies were conducted.",Paraphrase this sentence, Two pilot studies have subsequently been carried out.,"<insert 1>These studies were conducted as preliminary investigations. </insert 1> 
"
132,758,paraphrase,Paraphrase this sentence: This must be so frustrating for you.,You must find it so frustrating.,Paraphrase this sentence, This must be so frustrating for you.,"<delete 1> This must be so frustrating for you.</delete 1><insert 1> I can only imagine how frustrating this situation must be for you.</insert 1> 
"
133,1037,paraphrase,"Rewrite this sentence: The intention was laudable, but 11 years on, progress in achieving the MDGs has been uneven.","The project has been commendable, but after 11 years, progress in reaching an MDG is uneven.",Rewrite this sentence," The intention was laudable, but 11 years on, progress in achieving the MDGs has been uneven.","<delete 1>The intention was laudable, but 11 years on, progress in achieving the MDGs has been uneven.</delete 1><insert 1>Although initially well-intentioned,  the progress made in achieving the Millennium Development Goals over the past 11 years has been inconsistent.</insert 1>


"
134,545,paraphrase,Paraphrase the sentence: I know about your abilities.,I'm aware of your capabilities.,Paraphrase the sentence, I know about your abilities.,"<insert 1>I am aware of your capabilities.</insert 1>  
"
135,155,paraphrase,Write a paraphrase for the sentence: Are you sure we can trust him?,You're certain he can be trusted?,Write a paraphrase for the sentence, Are you sure we can trust him?,"<delete 1> Are you sure we can trust him?</delete 1><insert 1>Is his trustworthiness something we can confirm?</insert 1> 
"
136,986,paraphrase,Write a paraphrase for the sentence: It is equally worrisome that in a limited number of countries the independence of regulators and the required allocation of powers are still not fully in place.,Just as worrying is the fact that regulatory independence and the necessary division of responsibilities are not yet fully established in a limited number of countries.,Write a paraphrase for the sentence, It is equally worrisome that in a limited number of countries the independence of regulators and the required allocation of powers are still not fully in place.,"<delete 1>It is equally worrisome that in a limited number of countries the independence of regulators and the required allocation of powers are still not fully in place.</delete 1><insert 1>  Another concerning trend is the incomplete establishment of independent regulatory bodies and the proper distribution of authority in some nations.</insert 1> 
"
137,973,paraphrase,"Write a paraphrased version of the sentence: Otherwise, not much has happened.","Other than that, much didn't happen.",Write a paraphrased version of the sentence," Otherwise, not much has happened.","<delete 1>Otherwise, not much has happened.</delete 1><insert 1>There haven't been many significant developments.</insert 1> 
"
138,621,paraphrase,"Rewrite this sentence: Finally, it is forbidden to detain unaccompanied minors.",The detention of unaccompanied minors is also prohibited.,Rewrite this sentence," Finally, it is forbidden to detain unaccompanied minors.","<delete 1>Finally, it is forbidden to detain unaccompanied minors.</delete 1><insert 1>The detention of unaccompanied minors is strictly prohibited. </insert 1>  
"
139,1008,paraphrase,Write a paraphrased version of the sentence: First we have to conquer the world.,We must conquer the world first.,Write a paraphrased version of the sentence, First we have to conquer the world.,"<delete 1>First we have to conquer the world.</delete 1><insert 1>Our initial objective is global domination.</insert 1> 
"
140,332,paraphrase,"Paraphrase this sentence: BG, DK, EE, ES, FI, PL and SK have transposed this Article in whole or in part.","This Article has been fully or partially implemented by BG, DK, EE, ES, FI, PL and SA.",Paraphrase this sentence," BG, DK, EE, ES, FI, PL and SK have transposed this Article in whole or in part.","The countries of BG, DK, EE, ES, FI, PL, and SK have adopted this Article, either entirely or in part. 
"
141,881,paraphrase,Write a paraphrase for the sentence: You think I have an eating disorder.,You're thinking I'm having a catering disorder.,Write a paraphrase for the sentence, You think I have an eating disorder.,"<delete 1>You think I have an eating disorder.</delete 1><insert 1>Do you suspect I might be struggling with an eating disorder?</insert 1> 


"
142,519,paraphrase,Write a paraphrased version of the sentence: Then we go after the buyer.,"After that, we go after buyers.",Write a paraphrased version of the sentence, Then we go after the buyer.,"<insert 1>After identifying a potential buyer, we pursue a sales strategy. </insert 1>  
"
143,773,paraphrase,Write a paraphrase for the sentence: What happened to my backyard?,What's wrong with my yard?,Write a paraphrase for the sentence, What happened to my backyard?,"What occurred in my backyard? <insert 1> </insert 1> 
"
144,771,paraphrase,"Write a paraphrase for the sentence: ""What is happening to the prince?""","""What's going on with the prince?""",Write a paraphrase for the sentence," ""What is happening to the prince?""","<insert 1>What is the current state of the prince?</insert 1> 
"
145,38,paraphrase,Write a paraphrased version of the sentence: This is a question of honor.,That's a matter of honour.,Write a paraphrased version of the sentence, This is a question of honor.,"<insert 1>This statement speaks to a matter of principle and integrity.</insert 1> 
"
146,785,paraphrase,Write a paraphrase for the sentence: Okinawa has just been invaded.,She was just attacked by Okinawa.,Write a paraphrase for the sentence, Okinawa has just been invaded.,"Okinawa is currently under attack. <insert 1>  </insert 1> 
"
147,373,paraphrase,"Write a paraphrased version of the sentence: That was a great strategy, boys.","Well,that was a brilliant strategy,boys.",Write a paraphrased version of the sentence," That was a great strategy, boys.","<noedit 1>That was a great strategy, boys.</noedit 1>  




"
148,700,paraphrase,Write a paraphrased version of the sentence: It was a spontaneous vacation.,It's been an unspontaneous holiday.,Write a paraphrased version of the sentence, It was a spontaneous vacation.,"<insert 1>The vacation was unplanned and came about suddenly.</insert 1> 
"
149,640,paraphrase,Rewrite this sentence: We did everything we could.,We've done everything in our power.,Rewrite this sentence, We did everything we could.,"We tried our best.  
"
