_id,task,src,tgt,guidance_1,content,google/gemma-2-9b-it,Extracted Original Text,Correct ?,Error Reason,grounded ?
1735,neutralize,"Remove non-neutral points of view: major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 liberation of iraq.","major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 invasion of iraq.",Remove non-neutral points of view," major events during bush's presidency involving the united states include the collision of a us spy plane with a chinese fighter jet in april 2001 and it's subsequent forced landing in hainan province, the september 11, 2001 attacks and the ensuing war on terror, and the 2003 liberation of iraq.","A number of significant international events occurred during George W. Bush's presidency.  

In 2001, there was an incident involving a collision between a US spy plane and a Chinese fighter jet. The US plane was forced to land in Hainan Province. <noedit 1>[No neutral points of view to remove]</noedit> That same year, the September 11 attacks took place in the United States, leading to the War on Terror.  
The US led the invasion of Iraq in 2003.  


","A number of significant international events occurred during George W. Bush's presidency.  

In 2001, there was an incident involving a collision between a US spy plane and a Chinese fighter jet. The US plane was forced to land in Hainan Province.  That same year, the September 11 attacks took place in the United States, leading to the War on Terror.  
The US led the invasion of Iraq in 2003.",True,,False
1749,neutralize,"Remove POV: only one practitioner responded, and the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).","only one practitioner responded, and the results were statistically insignificant (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).",Remove POV," only one practitioner responded, and the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).","<delete 1>only one practitioner responded</delete 1><insert 1> The study included participation from only one practitioner. </insert 1>and the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).


",only one practitioner respondedand the results were negative (she correctly identified only 11 of 20 subjects as either suffering from chronic pain or suffering no chronic medical conditions).,True,,False
1439,neutralize,Make this text more neutral: ganton cricket team plays at the ground overlooking the a64 next to the thriving village hall.,ganton cricket team plays at the ground overlooking the a64 next to the village hall.,Make this text more neutral, ganton cricket team plays at the ground overlooking the a64 next to the thriving village hall.,"ganton cricket team plays at a ground situated beside the a64 road. 

<insert 1>The village hall is located nearby.<insert 1>  



",,False,PARSING_ERROR,
1522,neutralize,"Make this paragraph more neutral: trivium is a thrash metal band from orlando, florida.","trivium is a heavy metal band from orlando, florida.",Make this paragraph more neutral," trivium is a thrash metal band from orlando, florida.","Trivium is a thrash metal band based in Orlando, Florida. 

<noedit 1>[No edit requested, as the input text is already relatively neutral.]<noedit> 



",,False,PARSING_ERROR,
1668,neutralize,Make this text less biased: areas with very high elevation in the upper himalayas near the tibetan border enjoy an alpine or tundra climate.,areas with very high elevation in the upper himalayas near the tibetan border experience an alpine or tundra climate.,Make this text less biased, areas with very high elevation in the upper himalayas near the tibetan border enjoy an alpine or tundra climate.,"<noedit 1>[No search text relevant to bias found]</noedit>  areas with very high elevation in the upper Himalayas near the Tibetan border experience an alpine or tundra climate. 


",areas with very high elevation in the upper Himalayas near the Tibetan border experience an alpine or tundra climate.,True,,False
1478,neutralize,Remove POV: arguably the most famous meeting in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,arguably the most famous auburn victory in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,Remove POV, arguably the most famous meeting in the rivalry is the 1972 victory by auburn over the #2-ranked and heavily favored alabama team.,"The 1972 game between Auburn and Alabama is arguably the most famous meeting in the rivalry. Auburn defeated the #2-ranked and heavily favored Alabama team.  
",,False,NO_TAGS_FOUND,
1642,neutralize,"Make this text less biased: the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the superior small family car segment for the first time.","the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the small family car segment for the first time.",Make this text less biased," the production version of the third generation of a-class vehicles was based on the 2011 concept a-class, and was unveiled at the 2012 geneva motor show, it is larger than previous two generations of the a-class, with a total length of , making it part of the superior small family car segment for the first time.","<noedit 1>[No excerpt found for the prompt of ID 1]</noedit>   

 the production version of the third generation of  A-Class vehicles was based on the 2011 Concept A-Class, and was unveiled at the 2012 Geneva Motor Show. It is larger than the previous two generations of the A-Class, with a total length of [insert 2]> *approximately* [original content missing in the input] <insert 2>, making it part of the  subcompact car segment for the first time.  
   



",,False,PARSING_ERROR,
1121,neutralize,"Remove points of view: the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by many outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.","the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.",Remove points of view," the ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement regarded by many outside observers as a new religious movement, sometimes as a ""neo-hindu"" sect.","The ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement.  Some view it as a new religious movement,  and others as a ""neo-hindu"" sect. 
<noedit 1>[No points of view expressed in the provided text]</noedit> 




","The ""transcendental meditation movement"" (also ""maharishi's worldwide movement"" and previously as world government ) is a spiritual movement.  Some view it as a new religious movement,  and others as a ""neo-hindu"" sect.",True,,False
1227,neutralize,Neutralize this text: these skyy infusions are made with real fruit.,these skyy infusions are made with fruit.,Neutralize this text, these skyy infusions are made with real fruit.,"<delete 1>these skyy infusions are made with real fruit.</delete 1> 




",these skyy infusions are made with real fruit.,True,,True
1415,neutralize,"Make this text less biased: under his tutelage , china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.","under his leadership, china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.",Make this text less biased," under his tutelage , china experienced substantial economic growth with reforms and improved its relations with the outside world while the communist party maintained its tight control over the government.","Under the leadership of [specific leader's name], China underwent significant economic expansion driven by reforms.  Simultaneously, China's relations with other nations strengthened. The Communist Party continued to hold a dominant position in the government throughout this period.  <noedit 1>[No change required. The original text is factual and avoids overtly biased language.]<noedit>  
",,False,PARSING_ERROR,
1271,neutralize,"Make this text less biased: the reagan administration provides support to the rebel contras , a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.","the reagan administration , as part of the cold war and perceiving the sandinistas as communist, provided support to the rebel contras, a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.",Make this text less biased," the reagan administration provides support to the rebel contras , a group implicated in serious human rights violations including rape, murder, torture, and severing the limbs of live humans.","The Reagan administration provided support to the Contras, a rebel group in Nicaragua.  This group was accused by various sources of serious human rights violations, including allegations of rape, murder, torture, and mutilation.  <noedit 1>[Relying on neutral language and avoiding overtly accusatory terms. ]<noedit>




",,False,PARSING_ERROR,
1296,neutralize,"Make this more neutral: the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against under-performing richer monasteries was always envisaged.","the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against richer monasteries was always envisaged.",Make this more neutral," the predominant academic opinion is that the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses, demonstrates that monastic reform was still, at least in the mind of the king, the guiding principle; but that further large-scale action against under-performing richer monasteries was always envisaged.","<insert 1>Various scholars argue that</insert 1> the extensive care taken to provide for monks and nuns from the suppressed houses to transfer to continuing houses <insert 2>suggests that the king still prioritized monastic reform as a guiding principle</insert 2>. <delete 3>However, it is also suggested that</delete 3><insert 3>Furthermore, some scholars contend that </insert 3>further large-scale action against under-performing richer monasteries was always a possibility. 


",,False,ERROR_WITH_TAGS,
1174,neutralize,"Neutralize this text: with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.","with the aid of his nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.",Neutralize this text," with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.","<delete 1>with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.</delete 1><insert 1>A man was able to escape from his confinement after 27 days.</insert 1> 


","with the aid of his patriotic nurse, he managed after 27 days on his back to escape through a second-floor window with a rope.",True,,True
1812,neutralize,"Neutralize this text: on 29 june 2007 price gave birth to her third child, a daughter ridiculously named princess tiamii.","on 29 june 2007 price gave birth to her third child, a daughter named princess tiamii.",Neutralize this text," on 29 june 2007 price gave birth to her third child, a daughter ridiculously named princess tiamii.","On June 29, 2007, Price welcomed her third child, a daughter. 


",,False,NO_TAGS_FOUND,
1733,neutralize,"Make this text more neutral: kosovo albanians organized a peaceful separatist movement, creating a number of parallel structures in education, medical care, and taxation.","kosovo albanians organized a separatist movement, creating a number of parallel structures in education, medical care, and taxation.",Make this text more neutral," kosovo albanians organized a peaceful separatist movement, creating a number of parallel structures in education, medical care, and taxation.","A predominantly ethnic Albanian population in Kosovo engaged in a peaceful movement advocating for separatism. This movement resulted in the establishment of numerous parallel institutions in sectors such as education, healthcare, and taxation.  
 
",,False,NO_TAGS_FOUND,
1444,neutralize,"Make this paragraph more neutral: 1543 - nicolas copernicus, polish astronomer (b.","1543 - nicolas copernicus, astronomer (b.",Make this paragraph more neutral," 1543 - nicolas copernicus, polish astronomer (b.","1543 - **Nicolaus Copernicus**, a Polish astronomer, was born.  


",,False,NO_TAGS_FOUND,
1778,neutralize,"Neutralize this text: the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm moral structure which exacts retribution for the sexual libertinism of the central characters.","the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm society structure which exacts retribution for the sexual libertinism of the central characters.",Neutralize this text," the graphically explicit depiction of sexuality garnered the novel a notoriety in china akin to fanny hill and lolita in english literature, but critics such as the translator david tod roy see a firm moral structure which exacts retribution for the sexual libertinism of the central characters.","The novel's depiction of sexuality drew significant attention in China, comparable to the notoriety of works like *Fanny Hill* and *Lolita* in English literature.  Critics, such as translator David Tod Roy,  identify a strong moral framework within the narrative that addresses the sexual exploration of its central characters. 


",,False,NO_TAGS_FOUND,
1782,neutralize,"Make this paragraph more neutral: today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers mediocre master's and doctoral degrees.","today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers master's and doctoral degrees.",Make this paragraph more neutral," today, ucr is oriented towards undergraduates, with 78 majors and 45 minors, but also offers mediocre master's and doctoral degrees.","Today, UCR primarily focuses on undergraduate education, offering 78 majors and 45 minors.  The university also provides graduate programs at the master's and doctoral levels.  

<noedit 1>[No search text found]<noedit> 
",,False,PARSING_ERROR,
1445,neutralize,Remove non-neutral points of view: the eternal jew is a 1940 propaganda film.,the eternal jew is a 1940 documentary film.,Remove non-neutral points of view, the eternal jew is a 1940 propaganda film.,"<delete 1>the eternal jew is a 1940 propaganda film.</delete 1>  
<insert 1>The film ""The Eternal Jew"" was released in 1940 and served a propaganda purpose.</insert 1> 


",the eternal jew is a 1940 propaganda film.,True,,True
1502,neutralize,"Remove POV: as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the propaganda coming from bucharest have been called valahuts or rumanofilji.","as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the view coming from bucharest have been called valahuts or rumanofilji.",Remove POV," as opposed to the greek influence, the romanian influence has been regarded as a problem in macedonia, and the aromanians who support the propaganda coming from bucharest have been called valahuts or rumanofilji.","The Romanian influence on Macedonia has been a subject of debate.  Some view it as a problem, while others, such as the Aromanians who support Romanian-backed propaganda,  have faced criticism and been labeled as Valahuts or Rumanofilji.  <noedit 1>[No POV found]</noedit> 



","The Romanian influence on Macedonia has been a subject of debate.  Some view it as a problem, while others, such as the Aromanians who support Romanian-backed propaganda,  have faced criticism and been labeled as Valahuts or Rumanofilji.",True,,False
1177,neutralize,"Remove points of view: unfortunately , the lagrange point comes shortly before the pluto encounter.","however , the lagrange point comes shortly before the pluto encounter.",Remove points of view," unfortunately , the lagrange point comes shortly before the pluto encounter.","<delete 1>Unfortunately</delete 1> , the Lagrange point comes shortly before the Pluto encounter. 





","Unfortunately , the Lagrange point comes shortly before the Pluto encounter.",True,,False
1200,neutralize,"Make this paragraph more neutral: the union cabinet of india has, in view of the unreasonably high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.","the union cabinet of india has, in view of the high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.",Make this paragraph more neutral," the union cabinet of india has, in view of the unreasonably high tariff charged by sebs, approved railways' proposal for availing direct power supply from central generating agencies from the 15 per cent unallocated central share of power.railways are saving about rs.","The Indian Union Cabinet, considering the high tariffs charged by State Electricity Boards (SEBs), has approved a proposal from the Indian Railways to obtain direct power supply from central generating agencies. This arrangement will utilize the 15% unallocated central share of power.  The Railways anticipate significant cost savings through this move. 


",,False,NO_TAGS_FOUND,
1806,neutralize,Make this paragraph more neutral: there are wonderful 3d photos of the plant in the siddha book.,there are 3d photos of the plant in the siddha book.,Make this paragraph more neutral, there are wonderful 3d photos of the plant in the siddha book.,"<noedit 1>[No change requested]</noedit 1> 


",,True,,
1183,neutralize,"Make this paragraph more neutral: michael carr notes that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.","michael carr argues that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.",Make this paragraph more neutral," michael carr notes that yamato-damashii (1994:280-1) ""significantly differs from everyday racist slurs because it is not an overt insult, it is the opposite: an ethnic adulation.","Michael Carr observes that ""yamato-damashii"" (1994:280-1)  differs from typical racist slurs. He suggests that rather than being an overt insult, it functions as a form of ethnic flattery.  




",,False,NO_TAGS_FOUND,
1396,neutralize,"Make this text less biased: but there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.","despite the wartime testing there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.",Make this text less biased," but there is no reliable evidence that the front armor of the king tiger, had ever been penetrated in combat.","<noedit 1>[No edit associated with the task]</noedit 1> 




",,True,,
1578,neutralize,Remove non-neutral points of view: his father died when he was only 14.,his father died when he was 14.,Remove non-neutral points of view, his father died when he was only 14.,"<delete 1>his father died when he was only 14.</delete 1> 


",his father died when he was only 14.,True,,True
1423,neutralize,"Remove points of view: some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the primitive tribes of palawan.","some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the tribes of palawan.",Remove points of view," some of the people in this category include the cordilleranos (igorots), who live in the highlands of luzon, the mangyans of mindoro, the lumads of mindanao (including manobos, tasadays, mamanwas, mandayas, and kalagans), and the primitive tribes of palawan.","The Cordillera people, known as Igorots, are residents of Luzon's highlands. The Mangyans inhabit Mindoro, while the Lumads call Mindanao home.  This group includes the Manobos, Tasadays, Mamanwas, Mandayas, and Kalagans. Additionally, primitive tribes exist in Palawan. 





",,False,NO_TAGS_FOUND,
1435,neutralize,"Remove points of view: tone mason is a grammy-nominated canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.","tone mason is a canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.",Remove points of view," tone mason is a grammy-nominated canadian hip-hop and r&b production team from toronto, ontario, composed of aloysius brown, don d., and mellenius.","Tone Mason is a Grammy-nominated Canadian hip-hop and R&B production team from Toronto, Ontario, composed of Aloysius Brown, Don D., and Mellenius. 
",,False,NO_TAGS_FOUND,
1550,neutralize,"Make this paragraph more neutral: in the 1980s, radical left-wing movements voiced increasing opposition to israel , controversially claiming that zionism was a racist and colonialist movement.","in the 1980s, radical left-wing movements voiced increasing opposition to israel , claiming that zionism was a racist and colonialist movement.",Make this paragraph more neutral," in the 1980s, radical left-wing movements voiced increasing opposition to israel , controversially claiming that zionism was a racist and colonialist movement.","In the 1980s,  some left-wing movements expressed opposition to Israel, arguing that Zionism had racist and colonialist elements. <noedit 1>[No change needed as the text already strives for neutrality]</noedit> 


","In the 1980s,  some left-wing movements expressed opposition to Israel, arguing that Zionism had racist and colonialist elements.",True,,False
1667,neutralize,"Make this more neutral: in new age, channeling is the special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.","in new age, channeling is a supposed special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.",Make this more neutral," in new age, channeling is the special ability of a person (called a channel) to receive information --much as a radio receives a signal from a transmitter-- from an unknown source.","In the modern era, some individuals claim to possess the ability of channeling. <insert 1>This involves receiving information, purportedly from an unknown source, in a way similar to how a radio receives a signal from a transmitter.</insert 1> 



","In the modern era, some individuals claim to possess the ability of channeling.",True,,False
1471,neutralize,Remove non-neutral points of view: there were no survivors among the five crew members and one jumpseat passenger on-board the ill-fated aircraft.,there were no survivors among the five crew members and one jumpseat passenger on-board the aircraft.,Remove non-neutral points of view, there were no survivors among the five crew members and one jumpseat passenger on-board the ill-fated aircraft.,"All five crew members and the passenger on board the aircraft perished. <noedit 1>[No change made as the original text is already neutral]</noedit> 


",All five crew members and the passenger on board the aircraft perished.,True,,False
1481,neutralize,"Make this more neutral: his daughter, emma howell, was an aspiring poet and student at oberlin college who died tragically at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.","his daughter, emma howell, was an aspiring poet and student at oberlin college who died at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.",Make this more neutral," his daughter, emma howell, was an aspiring poet and student at oberlin college who died tragically at age 20 in june 2001. her family published her poems posthumously in a volume titled slim night of recognition.","Emma Howell, an aspiring poet and student at Oberlin College, passed away in June 2001 at the age of 20.  A collection of her poems, titled ""Slim Night of Recognition,"" was published posthumously by her family.   
",,False,NO_TAGS_FOUND,
1645,neutralize,Neutralize this text: clean coal technology is a marketing term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,clean coal technology is a term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,Neutralize this text, clean coal technology is a marketing term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.,"<delete 2>clean coal technology is a marketing term used to describe technologies being developed that aim to reduce the environmental impact of coal energy generation.</delete 2><insert 2>Technologies aimed at reducing the environmental impact of coal energy generation are under development. </insert 2> 




",,False,ERROR_WITH_TAGS,
1638,neutralize,"Remove points of view: it took 4000 packs and was exhibited at london zoo in 2007. other serious artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.","it took 4000 packs and was exhibited at london zoo in 2007. other artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.",Remove points of view," it took 4000 packs and was exhibited at london zoo in 2007. other serious artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.","it took 4000 packs and was exhibited at london zoo in 2007.  Other artists have created works from the material, and there is a large international body of dedicated users of blu-tack who create minor art works and stop-motion animation.  


",,False,NO_TAGS_FOUND,
1266,neutralize,"Make this more neutral: before an official investigation was finished, the votes were accidentally burned.","before an official investigation was finished, the votes were burned.",Make this more neutral," before an official investigation was finished, the votes were accidentally burned.","The votes were accidentally destroyed before an official investigation was completed. 
",,False,NO_TAGS_FOUND,
228,paraphrase,"Paraphrase this sentence: We were real, we were human.","We've been real, we've been people.",Paraphrase this sentence," We were real, we were human.","<delete 1>We were real, we were human.</delete 1><insert 1>We possessed genuine feelings and lived authentic lives.</insert 1> 


","We were real, we were human.",True,,True
89,paraphrase,Write a paraphrase for the sentence: That is our marginal cost curve.,That's the curve of our marginal cost.,Write a paraphrase for the sentence, That is our marginal cost curve.,"<delete 1>That is our marginal cost curve.</delete 1><insert 1> This line represents our marginal cost curve.</insert 1> 


",That is our marginal cost curve.,True,,True
1102,paraphrase,Paraphrase the sentence: It was a horrible death.,It's been a terrible death.,Paraphrase the sentence, It was a horrible death.,"<delete 1>It was a horrible death.</delete 1><insert 1>The demise was truly dreadful.</insert 1> 
",It was a horrible death.,True,,True
649,paraphrase,Write a paraphrased version of the sentence: The labour market continues to face a number of challenges.,A number of challenges remain on the labour market.,Write a paraphrased version of the sentence, The labour market continues to face a number of challenges.,"<delete 1>The labour market continues to face a number of challenges.</delete 1><insert 1>Several hurdles persist within the current job market.</insert 1> 


",The labour market continues to face a number of challenges.,True,,True
268,paraphrase,"Paraphrase the sentence: In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.",The most favourable aid ceiling shall apply to aid serving various purposes and covering the same eligible costs.,Paraphrase the sentence," In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.","<delete 1>In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.</delete 1><insert 1> When aid serves various purposes but uses the same eligible expenses, the most beneficial aid limit will be used.</insert 1> 


","In the case of aid serving different purposes and involving the same eligible costs, the most favourable aid ceiling will apply.",True,,True
627,paraphrase,"Paraphrase this sentence: You know, they come from all over the country.","They're all from around the country, you know.",Paraphrase this sentence," You know, they come from all over the country.","<noedit 1>[No paraphrasing instruction found]</noedit> 


Enhanced Output:
 You know, they come from all over the country. 
","Enhanced Output:
 You know, they come from all over the country.",True,,False
548,paraphrase,Write a paraphrase for the sentence: The Strange Case of Dr Jekyll and Mr Hyde,Dr. Jekyil and Mr. Hyde's weird case,Write a paraphrase for the sentence, The Strange Case of Dr Jekyll and Mr Hyde,"The Strange Case of Dr Jekyll and Mr Hyde

<insert 1>The novel explores the duality of human nature through the story of Dr. Jekyll and his evil counterpart, Mr. Hyde.</insert 1> 


",The Strange Case of Dr Jekyll and Mr Hyde,True,,True
598,paraphrase,Write a paraphrase for the sentence: The king has told us to go to the arena.,We were asked to go into the arena by the King.,Write a paraphrase for the sentence, The king has told us to go to the arena.,"<delete 1>The king has told us to go to the arena.</delete 1><insert 1> We have been summoned to the arena by the king.</insert 1> 
",The king has told us to go to the arena.,True,,True
269,paraphrase,Paraphrase the sentence: The year I was born.,The year of my birth.,Paraphrase the sentence, The year I was born.,"<delete 1>The year I was born.</delete 1><insert 1>My birth year is significant to me.</insert 1>  


",The year I was born.,True,,True
651,paraphrase,"Paraphrase this sentence: Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.","Finally, the emphasis of this report was inspireed by the European Year of Creativity and Innovation.",Paraphrase this sentence," Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.","<delete 1>Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.</delete 1><insert 1> The focus of this report was inspired by the European Year of Creativity and Innovation.</insert 1> 
","Last but not least, the European Year of Creativity and Innovation inspired the focus of this report.",True,,True
508,paraphrase,"Paraphrase the sentence: In preparing this proposal, the Commission carried out an Impact Assessment.",The Commission has conducted an impact assessment when preparing this proposal.,Paraphrase the sentence," In preparing this proposal, the Commission carried out an Impact Assessment.","<delete 1>In preparing this proposal, the Commission carried out an Impact Assessment.</delete 1><insert 1>Before finalizing this proposal, the Commission conducted a thorough Impact Assessment.</insert 1> 
","In preparing this proposal, the Commission carried out an Impact Assessment.",True,,True
718,paraphrase,Paraphrase the sentence: The hopes and dreams of the Venezuelan people.,Venezuelan people's hopes and dreams.,Paraphrase the sentence, The hopes and dreams of the Venezuelan people.,"<delete 1>The hopes and dreams of the Venezuelan people.</delete 1><insert 1>The Venezuelan people yearn for a brighter future.</insert 1> 


",The hopes and dreams of the Venezuelan people.,True,,True
392,paraphrase,Write a paraphrased version of the sentence: The highway network has doubled in the last 20 years.,"Over the past twenty years, the highway network has doubled.",Write a paraphrased version of the sentence, The highway network has doubled in the last 20 years.,"The road system has seen a significant expansion over the past two decades, effectively doubling in size. <noedit 1>[No paraphrase needed as the sentence is quite concise and clear.]</noedit> 


","The road system has seen a significant expansion over the past two decades, effectively doubling in size.",True,,False
400,paraphrase,Write a paraphrased version of the sentence: I will see to it that Bajor never forgets him.,I'll make sure Bajor never forgets it.,Write a paraphrased version of the sentence, I will see to it that Bajor never forgets him.,"<insert 1>I pledge to ensure that Bajor remembers him always.</insert 1> 
",,True,,
938,paraphrase,Rewrite this sentence: The Commission very much welcomes this development.,This development is very welcomed by the Commission.,Rewrite this sentence, The Commission very much welcomes this development.,"<delete 1>The Commission very much welcomes this development.</delete 1><insert 1> We are enthusiastic about this positive step forward.</insert 1> 


",The Commission very much welcomes this development.,True,,True
56,paraphrase,Paraphrase this sentence: Would you like me to say a few words?,Is there some words you'd like me to say?,Paraphrase this sentence, Would you like me to say a few words?,"<delete 1>Would you like me to say a few words?</delete 1><insert 1>Do you want me to speak?</insert 1> 


",Would you like me to say a few words?,True,,False
726,paraphrase,Paraphrase the sentence: The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.,"At the UN Climate Conference in Copenhagen in December 2009, forthcoming international negotiations aims at concluding a new global accord.",Paraphrase the sentence, The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.,"<delete 1>The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.</delete 1><insert 1>The upcoming UN climate conference in Copenhagen in December 2009 will aim to finalize a new global agreement through international negotiations.</insert 1>  


",The goal of the forthcoming international negotiations is to conclude the new global agreement at the UN climate conference to be held in Copenhagen in December 2009.,True,,True
804,paraphrase,Paraphrase this sentence: The Commission was to draw up a report based on this information.,"On the basis of this information, the Commission should have drawn up a report.",Paraphrase this sentence, The Commission was to draw up a report based on this information.,"The Commission was tasked with creating a report using the provided information. <noedit 1>[No change needed]</noedit> 


",The Commission was tasked with creating a report using the provided information.,True,,False
418,paraphrase,Write a paraphrase for the sentence: Russian troops are to remain in South Ossetia and Abkhazia.,"In South Osnetia and Abkhazia, Russian armies are to be remained.",Write a paraphrase for the sentence, Russian troops are to remain in South Ossetia and Abkhazia.,"<noedit 1>[No paraphrase was requested]</noedit 1> Russian troops are to remain in South Ossetia and Abkhazia. 


",Russian troops are to remain in South Ossetia and Abkhazia.,True,,True
445,paraphrase,Paraphrase the sentence: Kings and queens don't have that luxury.,There's no such luxury between kings and queens.,Paraphrase the sentence, Kings and queens don't have that luxury.,"<delete 1>Kings and queens don't have that luxury.</delete 1> <insert 1>Royalty is not afforded the same freedoms.</insert 1>




",Kings and queens don't have that luxury.,True,,True
543,paraphrase,Paraphrase this sentence: We have to win this year!,This year we must win!,Paraphrase this sentence, We have to win this year!,"<delete 1>We have to win this year!</delete 1><insert 1>Victory is our goal this year</insert 1> 



",We have to win this year!,True,,True
